Rule: ('2.0', 'St') ==> ('otc alterations permit', 'complete')	 , confidence: 0.502,lift: 1.105
Rule: ('2.0', 'wood frame (5)') ==> ('8', 'complete')	 , confidence: 0.536,lift: 1.178
Rule: ('2.0', 'wood frame (5)') ==> ('', 'otc alterations permit', 'complete')	 , confidence: 0.536,lift: 1.178
Rule: ('', '2.0', 'wood frame (5)') ==> ('otc alterations permit', 'complete')	 , confidence: 0.536,lift: 1.178
Rule: ('2.0', 'wood frame (5)') ==> ('', '8', 'complete')	 , confidence: 0.536,lift: 1.178
Rule: ('', '2.0', 'wood frame (5)') ==> ('8', 'complete')	 , confidence: 0.536,lift: 1.178
Rule: ('2.0', 'wood frame (5)') ==> ('5.0', 'otc alterations permit', 'complete')	 , confidence: 0.536,lift: 1.564
Rule: ('5.0', '2.0', 'wood frame (5)') ==> ('otc alterations permit', 'complete')	 , confidence: 0.536,lift: 1.178
Rule: ('2.0', 'wood frame (5)') ==> ('otc alterations permit', 'complete', '8')	 , confidence: 0.536,lift: 1.000
Rule: ('2.0', 'wood frame (5)') ==> ('5.0', '8', 'complete')	 , confidence: 0.536,lift: 1.564
Rule: ('5.0', '2.0', 'wood frame (5)') ==> ('8', 'complete')	 , confidence: 0.536,lift: 1.178
Rule: ('2.0', 'wood frame (5)') ==> ('5.0', 'otc alterations permit', 'complete', '8')	 , confidence: 0.536,lift: 1.000
Rule: ('5.0', '2.0', 'wood frame (5)') ==> ('otc alterations permit', 'complete', '8')	 , confidence: 0.536,lift: 1.000
Rule: ('2.0', 'wood frame (5)') ==> ('5.0', '', 'complete', 'otc alterations permit')	 , confidence: 0.536,lift: 1.000
Rule: ('5.0', '2.0', 'wood frame (5)') ==> ('', 'otc alterations permit', 'complete')	 , confidence: 0.536,lift: 1.178
Rule: ('', '2.0', 'wood frame (5)') ==> ('5.0', 'otc alterations permit', 'complete')	 , confidence: 0.536,lift: 1.564
Rule: ('5.0', '', '2.0', 'wood frame (5)') ==> ('otc alterations permit', 'complete')	 , confidence: 0.536,lift: 1.178
Rule: ('2.0', 'wood frame (5)') ==> ('', 'otc alterations permit', 'complete', '8')	 , confidence: 0.536,lift: 1.000
Rule: ('', '2.0', 'wood frame (5)') ==> ('otc alterations permit', 'complete', '8')	 , confidence: 0.536,lift: 1.000
Rule: ('2.0', 'wood frame (5)') ==> ('', '5.0', 'complete', '8')	 , confidence: 0.536,lift: 1.564
Rule: ('', '2.0', 'wood frame (5)') ==> ('5.0', '8', 'complete')	 , confidence: 0.536,lift: 1.564
Rule: ('5.0', '2.0', 'wood frame (5)') ==> ('', '8', 'complete')	 , confidence: 0.536,lift: 1.178
Rule: ('', '5.0', '2.0', 'wood frame (5)') ==> ('8', 'complete')	 , confidence: 0.536,lift: 1.178
Rule: ('2.0', 'wood frame (5)') ==> ('5.0', '', '8', 'complete', 'otc alterations permit')	 , confidence: 0.536,lift: 1.000
Rule: ('5.0', '2.0', 'wood frame (5)') ==> ('', 'otc alterations permit', 'complete', '8')	 , confidence: 0.536,lift: 1.000
Rule: ('', '2.0', 'wood frame (5)') ==> ('5.0', 'otc alterations permit', 'complete', '8')	 , confidence: 0.536,lift: 1.000
Rule: ('5.0', '', '2.0', 'wood frame (5)') ==> ('otc alterations permit', 'complete', '8')	 , confidence: 0.536,lift: 1.000
Rule: ('5.0', 'St') ==> ('wood frame (5)', 'complete')	 , confidence: 0.538,lift: 1.538
Rule: ('5.0', 'St') ==> ('', 'wood frame (5)', 'complete')	 , confidence: 0.538,lift: 1.538
Rule: ('5.0', '', 'St') ==> ('wood frame (5)', 'complete')	 , confidence: 0.538,lift: 1.538
Rule: ('wood frame (5)',) ==> ('otc alterations permit', 'St')	 , confidence: 0.541,lift: 0.864
Rule: ('wood frame (5)',) ==> ('8', 'St')	 , confidence: 0.541,lift: 0.864
Rule: ('wood frame (5)',) ==> ('5.0', 'otc alterations permit', 'St')	 , confidence: 0.541,lift: 1.540
Rule: ('5.0', 'wood frame (5)') ==> ('otc alterations permit', 'St')	 , confidence: 0.541,lift: 0.864
Rule: ('wood frame (5)',) ==> ('', 'otc alterations permit', 'St')	 , confidence: 0.541,lift: 0.864
Rule: ('', 'wood frame (5)') ==> ('otc alterations permit', 'St')	 , confidence: 0.541,lift: 0.864
Rule: ('wood frame (5)',) ==> ('8', 'St', 'otc alterations permit')	 , confidence: 0.541,lift: 1.000
Rule: ('wood frame (5)',) ==> ('5.0', '8', 'St')	 , confidence: 0.541,lift: 1.540
Rule: ('5.0', 'wood frame (5)') ==> ('8', 'St')	 , confidence: 0.541,lift: 0.864
Rule: ('wood frame (5)',) ==> ('', '8', 'St')	 , confidence: 0.541,lift: 0.864
Rule: ('', 'wood frame (5)') ==> ('8', 'St')	 , confidence: 0.541,lift: 0.864
Rule: ('wood frame (5)',) ==> ('5.0', 'otc alterations permit', '8', 'St')	 , confidence: 0.541,lift: 1.000
Rule: ('5.0', 'wood frame (5)') ==> ('otc alterations permit', '8', 'St')	 , confidence: 0.541,lift: 0.864
Rule: ('wood frame (5)',) ==> ('', '5.0', '8', 'St')	 , confidence: 0.541,lift: 1.540
Rule: ('', 'wood frame (5)') ==> ('5.0', '8', 'St')	 , confidence: 0.541,lift: 1.540
Rule: ('5.0', 'wood frame (5)') ==> ('', '8', 'St')	 , confidence: 0.541,lift: 0.864
Rule: ('', '5.0', 'wood frame (5)') ==> ('8', 'St')	 , confidence: 0.541,lift: 0.864
Rule: ('wood frame (5)',) ==> ('', 'otc alterations permit', '8', 'St')	 , confidence: 0.541,lift: 1.000
Rule: ('', 'wood frame (5)') ==> ('otc alterations permit', '8', 'St')	 , confidence: 0.541,lift: 0.864
Rule: ('wood frame (5)',) ==> ('5.0', '', 'St', 'otc alterations permit')	 , confidence: 0.541,lift: 1.000
Rule: ('5.0', 'wood frame (5)') ==> ('', 'otc alterations permit', 'St')	 , confidence: 0.541,lift: 0.864
Rule: ('', 'wood frame (5)') ==> ('5.0', 'otc alterations permit', 'St')	 , confidence: 0.541,lift: 1.540
Rule: ('5.0', '', 'wood frame (5)') ==> ('otc alterations permit', 'St')	 , confidence: 0.541,lift: 0.864
Rule: ('wood frame (5)',) ==> ('5.0', '', 'St', '8', 'otc alterations permit')	 , confidence: 0.541,lift: 1.000
Rule: ('5.0', 'wood frame (5)') ==> ('', 'otc alterations permit', '8', 'St')	 , confidence: 0.541,lift: 1.000
Rule: ('', 'wood frame (5)') ==> ('5.0', 'otc alterations permit', '8', 'St')	 , confidence: 0.541,lift: 1.000
Rule: ('5.0', '', 'wood frame (5)') ==> ('otc alterations permit', '8', 'St')	 , confidence: 0.541,lift: 0.864
Rule: ('otc alterations permit', 'complete') ==> ('2.0', 'St')	 , confidence: 0.541,lift: 1.105
Rule: ('8', 'complete') ==> ('2.0', 'St')	 , confidence: 0.541,lift: 1.105
Rule: ('otc alterations permit', 'complete') ==> ('', '2.0', 'St')	 , confidence: 0.541,lift: 1.105
Rule: ('', 'otc alterations permit', 'complete') ==> ('2.0', 'St')	 , confidence: 0.541,lift: 1.105
Rule: ('otc alterations permit', 'complete') ==> ('8', '2.0', 'St')	 , confidence: 0.541,lift: 1.284
Rule: ('8', 'complete') ==> ('otc alterations permit', '2.0', 'St')	 , confidence: 0.541,lift: 1.284
Rule: ('otc alterations permit', 'complete', '8') ==> ('2.0', 'St')	 , confidence: 0.541,lift: 1.105
Rule: ('8', 'complete') ==> ('', '2.0', 'St')	 , confidence: 0.541,lift: 1.105
Rule: ('', '8', 'complete') ==> ('2.0', 'St')	 , confidence: 0.541,lift: 1.105
Rule: ('otc alterations permit', 'complete') ==> ('', '8', '2.0', 'St')	 , confidence: 0.541,lift: 1.284
Rule: ('8', 'complete') ==> ('', 'otc alterations permit', '2.0', 'St')	 , confidence: 0.541,lift: 1.284
Rule: ('', 'otc alterations permit', 'complete') ==> ('8', '2.0', 'St')	 , confidence: 0.541,lift: 1.284
Rule: ('', '8', 'complete') ==> ('otc alterations permit', '2.0', 'St')	 , confidence: 0.541,lift: 1.284
Rule: ('otc alterations permit', 'complete', '8') ==> ('', '2.0', 'St')	 , confidence: 0.541,lift: 1.105
Rule: ('', 'otc alterations permit', 'complete', '8') ==> ('2.0', 'St')	 , confidence: 0.541,lift: 1.105
Rule: ('5.0',) ==> ('8', 'complete')	 , confidence: 0.544,lift: 1.197
Rule: ('5.0',) ==> ('otc alterations permit', 'complete')	 , confidence: 0.544,lift: 1.197
Rule: ('5.0',) ==> ('8', 'complete', 'otc alterations permit')	 , confidence: 0.544,lift: 1.197
Rule: ('5.0',) ==> ('', 'otc alterations permit', 'complete')	 , confidence: 0.544,lift: 1.197
Rule: ('', '5.0') ==> ('otc alterations permit', 'complete')	 , confidence: 0.544,lift: 1.197
Rule: ('5.0',) ==> ('', '8', 'complete')	 , confidence: 0.544,lift: 1.197
Rule: ('', '5.0') ==> ('8', 'complete')	 , confidence: 0.544,lift: 1.197
Rule: ('5.0',) ==> ('', 'otc alterations permit', 'complete', '8')	 , confidence: 0.544,lift: 1.000
Rule: ('5.0', '') ==> ('otc alterations permit', 'complete', '8')	 , confidence: 0.544,lift: 1.000
Rule: ('otc alterations permit', 'complete') ==> ('2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.178
Rule: ('8', 'complete') ==> ('2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.178
Rule: ('otc alterations permit', 'complete') ==> ('', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.178
Rule: ('', 'otc alterations permit', 'complete') ==> ('2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.178
Rule: ('8', 'complete') ==> ('', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.178
Rule: ('', '8', 'complete') ==> ('2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.178
Rule: ('otc alterations permit', 'complete') ==> ('5.0', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.178
Rule: ('otc alterations permit', 'complete') ==> ('8', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.375
Rule: ('8', 'complete') ==> ('otc alterations permit', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.375
Rule: ('otc alterations permit', 'complete', '8') ==> ('2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.178
Rule: ('8', 'complete') ==> ('5.0', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.178
Rule: ('otc alterations permit', 'complete') ==> ('5.0', '8', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.375
Rule: ('8', 'complete') ==> ('5.0', 'otc alterations permit', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.375
Rule: ('otc alterations permit', 'complete', '8') ==> ('5.0', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.178
Rule: ('otc alterations permit', 'complete') ==> ('5.0', '', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.000
Rule: ('', 'otc alterations permit', 'complete') ==> ('5.0', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.178
Rule: ('otc alterations permit', 'complete') ==> ('', '8', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.375
Rule: ('8', 'complete') ==> ('', 'otc alterations permit', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.375
Rule: ('', 'otc alterations permit', 'complete') ==> ('8', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.375
Rule: ('', '8', 'complete') ==> ('otc alterations permit', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.375
Rule: ('otc alterations permit', 'complete', '8') ==> ('', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.178
Rule: ('', 'otc alterations permit', 'complete', '8') ==> ('2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.178
Rule: ('8', 'complete') ==> ('', '5.0', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.178
Rule: ('', '8', 'complete') ==> ('5.0', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.178
Rule: ('otc alterations permit', 'complete') ==> ('5.0', '', '2.0', 'wood frame (5)', '8')	 , confidence: 0.545,lift: 1.000
Rule: ('8', 'complete') ==> ('5.0', '', '2.0', 'wood frame (5)', 'otc alterations permit')	 , confidence: 0.545,lift: 1.000
Rule: ('', 'otc alterations permit', 'complete') ==> ('5.0', '8', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.375
Rule: ('', '8', 'complete') ==> ('5.0', 'otc alterations permit', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.375
Rule: ('otc alterations permit', 'complete', '8') ==> ('5.0', '', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.000
Rule: ('', 'otc alterations permit', 'complete', '8') ==> ('5.0', '2.0', 'wood frame (5)')	 , confidence: 0.545,lift: 1.178
Rule: ('3.0',) ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.545,lift: 1.060
Rule: ('3.0',) ==> ('8', 'wood frame (5)')	 , confidence: 0.545,lift: 1.060
Rule: ('3.0',) ==> ('8', 'wood frame (5)', 'otc alterations permit')	 , confidence: 0.545,lift: 1.060
Rule: ('3.0',) ==> ('', '8', 'wood frame (5)')	 , confidence: 0.545,lift: 1.060
Rule: ('', '3.0') ==> ('8', 'wood frame (5)')	 , confidence: 0.545,lift: 1.060
Rule: ('3.0',) ==> ('', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.545,lift: 1.060
Rule: ('', '3.0') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.545,lift: 1.060
Rule: ('3.0',) ==> ('5.0', '8', 'wood frame (5)')	 , confidence: 0.545,lift: 1.060
Rule: ('3.0',) ==> ('5.0', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.545,lift: 1.060
Rule: ('3.0',) ==> ('5.0', 'otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.545,lift: 1.000
Rule: ('3.0',) ==> ('5.0', '', 'wood frame (5)', 'otc alterations permit')	 , confidence: 0.545,lift: 1.000
Rule: ('', '3.0') ==> ('5.0', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.545,lift: 1.060
Rule: ('3.0',) ==> ('', 'otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.545,lift: 1.000
Rule: ('', '3.0') ==> ('otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.545,lift: 1.000
Rule: ('3.0',) ==> ('', '5.0', 'wood frame (5)', '8')	 , confidence: 0.545,lift: 1.000
Rule: ('', '3.0') ==> ('5.0', '8', 'wood frame (5)')	 , confidence: 0.545,lift: 1.060
Rule: ('3.0',) ==> ('5.0', '', 'wood frame (5)', '8', 'otc alterations permit')	 , confidence: 0.545,lift: 1.000
Rule: ('', '3.0') ==> ('5.0', 'otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.545,lift: 1.000
Rule: ('issued',) ==> ('2.0',)	 , confidence: 0.547,lift: 0.774
Rule: ('issued',) ==> ('', '2.0')	 , confidence: 0.547,lift: 0.774
Rule: ('', 'issued') ==> ('2.0',)	 , confidence: 0.547,lift: 0.774
Rule: ('complete',) ==> ('2.0', 'wood frame (5)')	 , confidence: 0.549,lift: 1.187
Rule: ('complete',) ==> ('', '2.0', 'wood frame (5)')	 , confidence: 0.549,lift: 1.187
Rule: ('', 'complete') ==> ('2.0', 'wood frame (5)')	 , confidence: 0.549,lift: 1.187
Rule: ('complete',) ==> ('5.0', '2.0', 'wood frame (5)')	 , confidence: 0.549,lift: 1.187
Rule: ('complete',) ==> ('', '5.0', '2.0', 'wood frame (5)')	 , confidence: 0.549,lift: 1.187
Rule: ('', 'complete') ==> ('5.0', '2.0', 'wood frame (5)')	 , confidence: 0.549,lift: 1.187
Rule: ('5.0', 'complete') ==> ('8', 'wood frame (5)', 'St')	 , confidence: 0.549,lift: 1.743
Rule: ('5.0', 'complete') ==> ('otc alterations permit', 'wood frame (5)', 'St')	 , confidence: 0.549,lift: 1.743
Rule: ('5.0', 'complete') ==> ('', '8', 'wood frame (5)', 'St')	 , confidence: 0.549,lift: 1.743
Rule: ('5.0', '', 'complete') ==> ('8', 'wood frame (5)', 'St')	 , confidence: 0.549,lift: 1.743
Rule: ('5.0', 'complete') ==> ('', 'otc alterations permit', 'wood frame (5)', 'St')	 , confidence: 0.549,lift: 1.743
Rule: ('5.0', '', 'complete') ==> ('otc alterations permit', 'wood frame (5)', 'St')	 , confidence: 0.549,lift: 1.743
Rule: ('5.0', 'complete') ==> ('otc alterations permit', 'wood frame (5)', '8', 'St')	 , confidence: 0.549,lift: 1.000
Rule: ('5.0', 'complete') ==> ('', 'otc alterations permit', 'wood frame (5)', '8', 'St')	 , confidence: 0.549,lift: 1.000
Rule: ('5.0', '', 'complete') ==> ('otc alterations permit', 'wood frame (5)', '8', 'St')	 , confidence: 0.549,lift: 1.000
Rule: ('2.0', 'St') ==> ('complete',)	 , confidence: 0.550,lift: 1.126
Rule: ('2.0', 'St') ==> ('', 'complete')	 , confidence: 0.550,lift: 1.126
Rule: ('', '2.0', 'St') ==> ('complete',)	 , confidence: 0.550,lift: 1.126
Rule: ('complete',) ==> ('2.0', 'St')	 , confidence: 0.551,lift: 1.126
Rule: ('complete',) ==> ('', '2.0', 'St')	 , confidence: 0.551,lift: 1.126
Rule: ('', 'complete') ==> ('2.0', 'St')	 , confidence: 0.551,lift: 1.126
Rule: ('5.0', '2.0') ==> ('wood frame (5)', 'complete')	 , confidence: 0.555,lift: 1.587
Rule: ('5.0', '2.0') ==> ('', 'wood frame (5)', 'complete')	 , confidence: 0.555,lift: 1.587
Rule: ('', '5.0', '2.0') ==> ('wood frame (5)', 'complete')	 , confidence: 0.555,lift: 1.587
Rule: ('2.0',) ==> ('complete',)	 , confidence: 0.556,lift: 1.138
Rule: ('2.0',) ==> ('', 'complete')	 , confidence: 0.556,lift: 1.138
Rule: ('', '2.0') ==> ('complete',)	 , confidence: 0.556,lift: 1.138
Rule: ('5.0',) ==> ('wood frame (5)', 'complete')	 , confidence: 0.556,lift: 1.588
Rule: ('5.0',) ==> ('', 'wood frame (5)', 'complete')	 , confidence: 0.556,lift: 1.588
Rule: ('', '5.0') ==> ('wood frame (5)', 'complete')	 , confidence: 0.556,lift: 1.588
Rule: ('3.0',) ==> ('complete',)	 , confidence: 0.557,lift: 1.142
Rule: ('3.0',) ==> ('', 'complete')	 , confidence: 0.557,lift: 1.142
Rule: ('', '3.0') ==> ('complete',)	 , confidence: 0.557,lift: 1.142
Rule: ('5.0',) ==> ('8', 'St')	 , confidence: 0.558,lift: 0.891
Rule: ('5.0',) ==> ('otc alterations permit', 'St')	 , confidence: 0.558,lift: 0.891
Rule: ('5.0',) ==> ('8', 'St', 'otc alterations permit')	 , confidence: 0.558,lift: 1.000
Rule: ('5.0',) ==> ('', 'otc alterations permit', 'St')	 , confidence: 0.558,lift: 0.891
Rule: ('', '5.0') ==> ('otc alterations permit', 'St')	 , confidence: 0.558,lift: 0.891
Rule: ('5.0',) ==> ('', '8', 'St')	 , confidence: 0.558,lift: 0.891
Rule: ('', '5.0') ==> ('8', 'St')	 , confidence: 0.558,lift: 0.891
Rule: ('5.0',) ==> ('', 'otc alterations permit', '8', 'St')	 , confidence: 0.558,lift: 1.000
Rule: ('5.0', '') ==> ('otc alterations permit', '8', 'St')	 , confidence: 0.558,lift: 0.891
Rule: ('otc alterations permit', 'wood frame (5)') ==> ('0.0',)	 , confidence: 0.558,lift: 1.743
Rule: ('8', 'wood frame (5)') ==> ('0.0',)	 , confidence: 0.558,lift: 1.743
Rule: ('8', 'wood frame (5)') ==> ('0.0', 'otc alterations permit')	 , confidence: 0.558,lift: 1.000
Rule: ('otc alterations permit', 'wood frame (5)') ==> ('8', '0.0')	 , confidence: 0.558,lift: 1.761
Rule: ('8', 'wood frame (5)', 'otc alterations permit') ==> ('0.0',)	 , confidence: 0.558,lift: 1.743
Rule: ('otc alterations permit', 'wood frame (5)') ==> ('5.0', '0.0')	 , confidence: 0.558,lift: 1.892
Rule: ('5.0', 'otc alterations permit', 'wood frame (5)') ==> ('0.0',)	 , confidence: 0.558,lift: 1.743
Rule: ('otc alterations permit', 'wood frame (5)') ==> ('', '0.0')	 , confidence: 0.558,lift: 1.743
Rule: ('', 'otc alterations permit', 'wood frame (5)') ==> ('0.0',)	 , confidence: 0.558,lift: 1.743
Rule: ('8', 'wood frame (5)') ==> ('', '0.0')	 , confidence: 0.558,lift: 1.743
Rule: ('', '8', 'wood frame (5)') ==> ('0.0',)	 , confidence: 0.558,lift: 1.743
Rule: ('8', 'wood frame (5)') ==> ('5.0', '0.0')	 , confidence: 0.558,lift: 1.892
Rule: ('5.0', '8', 'wood frame (5)') ==> ('0.0',)	 , confidence: 0.558,lift: 1.743
Rule: ('otc alterations permit', 'wood frame (5)') ==> ('', '0.0', '8')	 , confidence: 0.558,lift: 1.761
Rule: ('8', 'wood frame (5)') ==> ('', 'otc alterations permit', '0.0')	 , confidence: 0.558,lift: 1.000
Rule: ('', 'otc alterations permit', 'wood frame (5)') ==> ('0.0', '8')	 , confidence: 0.558,lift: 1.000
Rule: ('', '8', 'wood frame (5)') ==> ('otc alterations permit', '0.0')	 , confidence: 0.558,lift: 1.761
Rule: ('otc alterations permit', 'wood frame (5)', '8') ==> ('', '0.0')	 , confidence: 0.558,lift: 1.743
Rule: ('', 'otc alterations permit', 'wood frame (5)', '8') ==> ('0.0',)	 , confidence: 0.558,lift: 1.743
Rule: ('otc alterations permit', 'wood frame (5)') ==> ('5.0', '', '0.0')	 , confidence: 0.558,lift: 1.000
Rule: ('5.0', 'otc alterations permit', 'wood frame (5)') ==> ('', '0.0')	 , confidence: 0.558,lift: 1.743
Rule: ('', 'otc alterations permit', 'wood frame (5)') ==> ('5.0', '0.0')	 , confidence: 0.558,lift: 1.892
Rule: ('5.0', '', 'wood frame (5)', 'otc alterations permit') ==> ('0.0',)	 , confidence: 0.558,lift: 1.743
Rule: ('otc alterations permit', 'wood frame (5)') ==> ('5.0', '0.0', '8')	 , confidence: 0.558,lift: 1.908
Rule: ('8', 'wood frame (5)') ==> ('5.0', 'otc alterations permit', '0.0')	 , confidence: 0.558,lift: 1.000
Rule: ('5.0', 'otc alterations permit', 'wood frame (5)') ==> ('0.0', '8')	 , confidence: 0.558,lift: 1.000
Rule: ('5.0', '8', 'wood frame (5)') ==> ('otc alterations permit', '0.0')	 , confidence: 0.558,lift: 1.761
Rule: ('otc alterations permit', 'wood frame (5)', '8') ==> ('5.0', '0.0')	 , confidence: 0.558,lift: 1.892
Rule: ('5.0', 'otc alterations permit', 'wood frame (5)', '8') ==> ('0.0',)	 , confidence: 0.558,lift: 1.743
Rule: ('8', 'wood frame (5)') ==> ('5.0', '', '0.0')	 , confidence: 0.558,lift: 1.000
Rule: ('5.0', '8', 'wood frame (5)') ==> ('', '0.0')	 , confidence: 0.558,lift: 1.743
Rule: ('', '8', 'wood frame (5)') ==> ('5.0', '0.0')	 , confidence: 0.558,lift: 1.892
Rule: ('5.0', '', 'wood frame (5)', '8') ==> ('0.0',)	 , confidence: 0.558,lift: 1.743
Rule: ('otc alterations permit', 'wood frame (5)') ==> ('', '5.0', '8', '0.0')	 , confidence: 0.558,lift: 1.000
Rule: ('8', 'wood frame (5)') ==> ('', '5.0', '0.0', 'otc alterations permit')	 , confidence: 0.558,lift: 1.000
Rule: ('', 'otc alterations permit', 'wood frame (5)') ==> ('5.0', '0.0', '8')	 , confidence: 0.558,lift: 1.908
Rule: ('', '8', 'wood frame (5)') ==> ('5.0', 'otc alterations permit', '0.0')	 , confidence: 0.558,lift: 1.000
